event_id,timestamp_utc,country,region,city,site_code,latitude,longitude,agent_id,agent_rank,agent_clearance,team_id,operation_id,operation_codename,operation_type,target_sector,target_importance_score,target_risk_level,intel_source_primary,intel_source_secondary,intel_confidence_score,threat_score_overall,threat_financial,threat_cyber,threat_physical,money_moved_usd,records_exfiltrated,compromised_accounts,channel_email,channel_phone,channel_darknet,channel_field_meet,status,triage_priority,requires_manual_review,escalated_to_level,false_positive_flag,model_version,notes_short,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60
EVT-0006095,2024-07-04 16:42:05,CZ,EU-CENTRAL,Prague,CZ-822,49.10718,15.72331,AG-4300,HQ,SECRET,T-022,OP-2025-006095,PHOENIX-036,INSIDER_TRADING,Government,9,CRITICAL,SIGINT,HUMINT,82,45,45,38,53,244533,1564,87,Y,N,N,N,NEW,P1,N,0,N,aurora-1.1,pattern matches known cluster,54.46,43.86,51.66,50.77,29.88,43.1,52.66,46.53,53.58,44.74,28.95,17.93,21.36,18.9,20.18,21.73,25.76,23.51,17.78,33.26,17.12,6.24,14.68,6.41,11.36,0,17.56,18.06,19.24,13.16,100,100,100,100,100,100,100,100,100,100,14.97,27.31,44.34,38.18,33.38,39.01,28.21,49.17,32.75,43.51,40.06,0,46.33,0,0,7.76,12.14,31.19,21.31,14.4
EVT-0006097,2024-05-19 09:07:11,CZ,EU-CENTRAL,Prague,CZ-240,50.50786,15.49654,AG-9828,ANALYST,CONFIDENTIAL,T-006,OP-2025-006097,DEEPBLUE-616,ESPIONAGE,Finance,1,MEDIUM,SIGINT,FININT,34,63,50,71,67,296962,3844,131,Y,Y,Y,N,IN_REVIEW,P2,Y,1,N,aurora-1.2,incomplete metadata,51.19,56.05,60.98,52.81,79.16,67.48,58.02,72.35,64.26,57.46,27.12,29.8,25.97,32.04,29.96,29.13,26.14,22.8,22.22,25.24,37.96,43.57,35.25,34.38,34.11,35.36,34.8,40.96,41.64,39.15,45.34,55.59,43.16,60.9,49.96,44.73,51.12,44.83,36.97,58.21,49.97,27.62,41.93,45.51,8.72,0,34.87,44.6,47.34,24.68,31.83,26.48,10.75,5.9,56.11,41.32,36.84,52.53,51.35,29.21
EVT-0006128,2024-05-15 05:20:35,CZ,EU-CENTRAL,Prague,CZ-697,49.00751,14.3251,AG-7679,HQ,CONFIDENTIAL,T-005,OP-2025-006128,NIGHTFALL-774,INSIDER_TRADING,Energy,1,LOW,OSINT,FININT,33,32,43,32,21,124117,1584,27,Y,N,Y,N,IN_REVIEW,P3,N,0,N,aurora-2.0,cross-border activity detected,25.45,44.63,39.31,28.55,16.59,44.97,34.65,35.97,42.86,36.61,8.1,19.83,9.66,10.86,13.62,15.29,10.88,12.17,13.84,25.22,16.75,11.49,18.72,22.76,17.34,9.14,15.43,8.82,17.25,16.31,56.35,56.84,46.62,51.55,55.22,52.1,32.97,63.48,36.73,28.79,48.01,0,21.45,11.38,10.45,0,0,0,10.01,22.71,31.14,25.27,33.3,43.24,42.55,0,38.61,17.47,18.19,0
EVT-0006131,2024-12-27 23:47:55,CZ,EU-CENTRAL,Prague,CZ-308,50.79196,14.13404,AG-7434,ANALYST,SECRET,T-018,OP-2025-006131,AURORA-303,MONEY_LAUNDERING,Healthcare,2,MEDIUM,CYBINT,SIGINT,48,54,70,55,38,259941,3709,105,N,N,N,N,CLOSED,P3,N,0,N,aurora-2.0,cross-border activity detected,52.2,53.63,57.7,43.6,47.19,68.79,52.92,63.78,44.82,41.31,22.89,21.26,27.66,21.07,20.7,35.16,16.52,19.85,29.87,32.31,34.65,41.44,37.2,36.01,36.14,41.69,35.33,36.45,30.97,24.85,58.71,67.83,69.49,58.71,45.61,63.41,50.85,64.07,52.99,45.12,0,45.03,41.33,36.65,6.93,62.97,37.67,3.75,57.89,29.58,21.54,26.63,33.27,44.88,9.79,17.77,37.24,28.17,8.13,7.37
EVT-0006136,2024-01-27 09:38:23,CZ,EU-CENTRAL,Prague,CZ-734,49.43373,14.93319,AG-5439,FIELD,TOP_SECRET,T-009,OP-2025-006136,AURORA-313,ESPIONAGE,Government,1,HIGH,CYBINT,SIGINT,71,67,69,72,59,303728,3078,152,Y,N,N,N,CONFIRMED,P2,Y,0,N,aurora-1.2,manual verification pending,75.34,48.1,78.17,70.04,53.22,64.39,64.17,67.12,44.52,67.13,33.23,31.95,39.71,31.66,34.66,31.53,26.46,29.23,31.8,35.91,34.01,35.82,26.67,31.36,38.43,33.39,21.82,38.62,31.36,31.64,88.75,89.43,100,89.68,83.71,74.03,91.19,87.78,89.07,90.17,48.53,24.16,15.93,39.26,21.49,46.37,44.23,51.26,44.64,0,29.34,40.12,17.71,0,18.95,27.38,30.07,6.73,25.51,23.89
EVT-0006142,2024-08-15 23:31:06,CZ,EU-CENTRAL,Prague,CZ-915,48.95142,15.09389,AG-1752,HQ,SECRET,T-009,OP-2025-006142,PHOENIX-122,ESPIONAGE,Logistics,8,CRITICAL,OSINT,HUMINT,49,82,81,86,77,409551,4358,147,Y,N,N,N,CONFIRMED,P1,Y,0,N,aurora-1.1,manual verification pending,76.32,87.98,80.41,64.07,83.67,69.35,75.83,77.66,82.98,95.59,42.29,48.16,47.66,46.76,40.14,40.67,47.77,36.29,36.9,37.43,42.02,43.28,37.41,49.17,40.95,39.05,40.7,39.99,48.17,39.6,100,100,100,100,100,100,100,100,100,100,31.55,73.09,26.55,49.84,12.65,14.53,74.87,33.03,21.54,85.08,48.07,14.46,42.64,53.48,63.65,56.73,59.57,11.88,0,26.47
EVT-0006159,2024-05-17 15:54:18,CZ,EU-CENTRAL,Prague,CZ-590,50.75551,15.71439,AG-6155,ANALYST,SECRET,T-005,OP-2025-006159,MIRAGE-567,CYBER_INTRUSION,Education,1,HIGH,SIGINT,FININT,69,75,80,79,64,351135,3736,162,Y,Y,Y,N,IN_REVIEW,P2,Y,2,N,aurora-1.0,anomaly detected,90.83,91.54,76.38,65.47,90.92,74.91,81.19,66.9,87.36,71.85,29.63,32.75,29.09,30.14,31.66,34.37,21.06,39.67,34.82,41.37,36.65,37.69,30.78,39.25,41.38,41.51,28.77,32.37,39.53,35.17,85.81,72.8,89.28,88.94,78.02,86.85,100,86.49,81.49,84.46,12.42,0,34.73,10.3,15.94,58.24,62.5,24.96,18.7,38.92,38.35,55.24,56.9,54.63,100,38.09,21.42,50.77,18.09,61.42
EVT-0006163,2024-02-23 07:38:12,CZ,EU-CENTRAL,Prague,CZ-712,50.72821,13.5392,AG-8036,ANALYST,SECRET,T-029,OP-2025-006163,PHOENIX-203,MONEY_LAUNDERING,Defense,1,HIGH,HUMINT,FININT,67,67,64,81,51,330381,3629,136,Y,Y,N,N,NEW,P2,Y,1,N,aurora-1.0,pattern matches known cluster,78.26,63.16,49.81,56.97,61.18,81.73,60.04,47.61,68.07,61.29,36.12,32.25,30.47,34.44,37.18,26.17,25.76,38.64,31.8,27.06,43.9,52.15,28.33,28.09,34.29,37.62,43.12,43.39,37.95,42.43,88.78,93.96,88.33,83.46,84.67,96.56,85.2,92.91,76.37,84.68,0,32.55,31.69,3.29,30.08,30.54,36.97,36.99,15.05,31.53,26.07,72.05,27.37,31.32,32.54,40.78,30.29,31.48,53.69,31.48
EVT-0006166,2024-01-13 00:54:49,CZ,EU-CENTRAL,Prague,CZ-460,50.47199,13.52316,AG-9794,HQ,CONFIDENTIAL,T-002,OP-2025-006166,DEEPBLUE-968,RANSOMWARE,Logistics,5,MEDIUM,HUMINT,OSINT,29,52,51,60,44,224209,2862,101,Y,N,N,Y,DISMISSED,P3,N,0,N,aurora-1.0,cross-border activity detected,43.67,80.87,33.24,68.69,47.34,36.38,36.58,57.79,56.33,57.24,32.23,24.39,27.62,20.95,23.7,21.95,15.84,18.19,21.19,26.85,33.85,31.8,29.6,24.57,27.45,33.12,14.2,31.68,25.85,32.96,80.98,74.97,75.94,72.11,85.81,54.77,81.64,91.15,69.49,93.2,28.25,37.22,0.71,12.18,41.5,61.14,33.56,34.43,5.12,33.45,5.53,42.09,55.97,31.96,13.71,52.22,32.12,0,32.2,30.82
EVT-0006202,2024-04-28 12:59:38,CZ,EU-CENTRAL,Prague,CZ-286,49.96816,15.63559,AG-1394,SENIOR,TOP_SECRET,T-001,OP-2025-006202,DEEPBLUE-494,MONEY_LAUNDERING,Government,8,MEDIUM,CYBINT,HUMINT,61,55,65,52,47,260363,2446,137,Y,N,N,N,DISMISSED,P3,N,1,N,aurora-2.0,anomaly detected,52.47,81.02,57.09,56.27,57.26,59.07,46.71,65.42,51.41,50.4,25.19,27.53,29.24,31.9,31.18,28.69,21.48,21.39,21.57,25.56,23.82,33.49,33.49,37.62,27.42,27.52,20.96,28.32,20.99,26.33,100,100,99.6,100,91.37,100,100,99.62,87.72,98.04,40.57,14.73,17.01,43.81,12.51,36.01,35.03,28.09,8.8,18.6,10.1,7.48,41.99,21.15,6.95,33.52,34.1,0,0,33.44
EVT-0006203,2024-03-12 22:27:42,CZ,EU-CENTRAL,Prague,CZ-769,50.89097,14.49997,AG-4177,HQ,TOP_SECRET,T-007,OP-2025-006203,SPECTRUM-129,ESPIONAGE,Education,10,CRITICAL,SIGINT,OSINT,90,42,47,46,32,190404,2695,92,N,N,N,Y,NEW,P1,N,3,N,aurora-1.0,anomaly detected,49.34,35.64,53.35,36.13,43.71,31.8,56.6,37.57,60.09,31.58,17.74,8.2,15.42,17.12,23.77,7.04,20.18,18.6,26.13,15.17,25.15,21.35,23.1,24.16,24.16,22.38,29.0,38.42,24.35,28.06,100,100,100,100,100,100,100,100,100,100,6.75,33.15,14.81,31.14,36.31,39.15,14.95,39.82,0,26.88,0,31.89,0,43.32,26.17,24.22,0,12.8,39.5,52.89
EVT-0006215,2024-12-05 13:23:53,CZ,EU-CENTRAL,Prague,CZ-255,49.40331,14.23167,AG-4442,ANALYST,CONFIDENTIAL,T-038,OP-2025-006215,NIGHTFALL-025,INSIDER_TRADING,Government,1,MEDIUM,OSINT,CYBINT,60,56,62,58,48,313167,3008,92,N,N,N,Y,NEW,P3,N,0,N,aurora-1.2,source reliability downgraded,65.91,61.55,52.13,56.53,69.01,50.21,62.48,50.92,65.73,52.17,28.1,28.03,32.86,27.09,31.51,34.87,30.98,32.77,28.6,37.19,32.21,34.76,27.17,31.28,30.59,25.09,34.05,24.35,29.63,23.85,50.35,43.66,37.98,61.7,62.2,33.24,47.55,45.36,51.69,54.02,24.78,13.26,45.85,39.88,8.06,36.12,38.61,29.14,43.98,37.34,50.68,32.71,38.37,26.29,45.88,3.58,34.38,48.21,44.65,61.61
EVT-0006237,2024-07-16 07:03:40,CZ,EU-CENTRAL,Prague,CZ-118,49.82924,12.69928,AG-5744,ANALYST,TOP_SECRET,T-033,OP-2025-006237,PHOENIX-846,CYBER_INTRUSION,Education,3,MEDIUM,FININT,SIGINT,32,53,52,62,44,239114,3801,114,N,N,N,Y,CLOSED,P3,N,0,N,aurora-1.2,incomplete metadata,49.57,51.05,68.03,65.15,50.29,49.29,57.46,56.14,49.14,58.68,20.06,23.93,25.91,17.67,23.3,29.06,17.57,20.64,22.53,22.18,39.74,41.57,42.7,46.58,38.05,32.68,42.56,45.41,40.7,31.08,62.05,58.06,66.92,64.32,57.11,64.89,56.27,65.83,56.66,74.64,2.98,34.3,0.53,8.55,2.77,0.47,7.44,0,6.52,9.87,48.46,0,15.85,10.72,28.74,23.41,63.93,27.05,0,33.16
EVT-0006242,2024-05-14 19:19:18,CZ,EU-CENTRAL,Prague,CZ-954,50.55206,15.09106,AG-9810,FIELD,TOP_SECRET,T-009,OP-2025-006242,MIRAGE-550,MONEY_LAUNDERING,Telecom,9,CRITICAL,FININT,SIGINT,63,72,68,80,64,411234,3119,139,Y,N,N,Y,IN_REVIEW,P1,Y,3,N,aurora-1.1,source reliability downgraded,66.08,49.91,60.9,92.29,75.64,59.36,72.8,59.79,64.25,90.5,39.68,41.75,48.51,35.48,36.69,31.28,39.3,48.18,49.35,41.44,28.39,34.44,32.45,30.28,38.53,36.69,23.32,29.44,28.27,30.18,100,100,100,100,100,100,100,100,100,100,22.17,41.58,0,98.07,26.74,21.16,64.3,46.62,64.77,35.96,15.59,48.3,49.17,17.11,65.72,41.27,29.75,44.23,14.86,41.13
EVT-0006286,2024-05-27 02:01:10,CZ,EU-CENTRAL,Prague,CZ-429,50.25667,12.8797,AG-1434,JUNIOR,CONFIDENTIAL,T-026,OP-2025-006286,AURORA-397,INSIDER_TRADING,Healthcare,10,CRITICAL,HUMINT,CYBINT,65,65,72,58,66,349600,3361,141,N,N,N,N,NEW,P1,Y,2,N,aurora-1.1,source reliability downgraded,43.84,51.62,69.6,57.55,67.71,77.45,73.35,70.13,71.23,66.03,36.48,31.19,38.16,37.03,31.19,30.19,39.02,44.19,38.16,31.64,31.2,32.79,26.22,27.93,33.7,30.95,38.63,35.46,31.86,34.99,100,100,100,100,100,100,100,100,100,100,31.8,40.49,36.68,44.1,1.98,39.1,0,42.18,49.71,29.11,27.93,23.57,28.36,24.59,0,0,0,38.36,27.63,35.99
EVT-0006293,2024-07-04 21:35:08,CZ,EU-CENTRAL,Prague,CZ-684,49.57644,12.7626,AG-6853,JUNIOR,CONFIDENTIAL,T-015,OP-2025-006293,NIGHTFALL-625,ESPIONAGE,Telecom,8,MEDIUM,CYBINT,FININT,53,59,61,64,51,344636,2727,93,N,N,N,N,DISMISSED,P3,N,0,N,aurora-1.2,cross-border activity detected,66.92,62.5,64.23,68.53,55.49,69.39,60.13,72.52,69.59,51.14,33.35,30.99,36.89,35.83,35.45,38.21,28.74,31.33,36.75,38.03,30.88,29.4,24.29,20.01,30.43,23.27,24.83,21.31,25.76,28.42,100,96.96,85.94,100,100,100,95.21,100,95.74,92.67,52.58,29.92,34.2,3.86,21.52,37.78,72.42,38.52,0,37.46,1.17,56.66,22.02,15.7,41.01,24.67,92.0,61.37,18.01,30.83
EVT-0006296,2024-06-27 08:16:33,CZ,EU-CENTRAL,Prague,CZ-656,49.33456,15.57113,AG-7030,FIELD,SECRET,T-025,OP-2025-006296,PHOENIX-256,ESPIONAGE,Defense,10,CRITICAL,OSINT,CYBINT,73,57,65,61,42,288369,3164,85,N,Y,Y,N,NEW,P1,Y,0,N,aurora-1.1,incomplete metadata,51.24,57.0,59.17,67.61,65.51,53.0,43.08,42.98,47.33,49.27,18.77,29.92,36.79,33.25,24.66,29.11,24.24,21.32,37.67,30.08,35.17,33.12,38.21,34.68,35.84,30.81,31.19,21.62,13.3,23.62,100,100,100,100,100,100,100,100,100,100,0,23.21,44.91,16.86,4.35,30.89,40.72,29.54,54.77,23.27,42.56,24.44,24.62,27.82,21.1,7.19,14.51,59.81,37.02,22.28
EVT-0006299,2024-04-21 14:05:53,CZ,EU-CENTRAL,Prague,CZ-462,49.5598,15.10435,AG-1183,SENIOR,SECRET,T-004,OP-2025-006299,SPECTRUM-524,ESPIONAGE,Defense,8,HIGH,CYBINT,HUMINT,70,66,70,70,55,367645,2347,112,Y,N,N,N,IN_REVIEW,P2,Y,2,N,aurora-2.0,incomplete metadata,65.72,74.86,79.29,69.19,86.81,63.03,67.27,64.81,65.51,81.57,31.6,27.0,35.94,37.47,46.42,44.79,41.43,39.92,35.26,20.88,26.54,23.77,26.92,26.54,20.85,22.54,24.59,22.92,23.65,30.41,100,100,100,100,100,100,100,100,100,100,34.42,27.97,49.42,13.0,46.07,5.48,65.3,37.95,55.54,28.06,20.21,10.9,37.78,18.64,49.29,20.37,0,9.55,36.54,43.68
EVT-0006300,2024-08-31 05:13:46,CZ,EU-CENTRAL,Prague,CZ-775,49.24991,14.30549,AG-5886,FIELD,TOP_SECRET,T-011,OP-2025-006300,SPECTRUM-055,MONEY_LAUNDERING,Defense,4,MEDIUM,SIGINT,CYBINT,49,61,73,61,47,325972,2358,134,Y,N,N,Y,IN_REVIEW,P2,Y,2,N,aurora-1.0,source reliability downgraded,65.52,53.45,63.99,52.36,70.26,59.1,67.73,50.64,42.54,74.28,28.58,27.22,28.75,31.03,37.65,29.02,23.8,27.22,42.21,42.27,33.38,15.9,20.25,25.98,21.04,15.11,25.79,25.67,21.79,20.02,88.38,85.35,59.73,74.23,90.44,70.12,69.83,76.44,58.63,95.04,0,18.6,49.15,18.9,2.08,72.61,33.92,23.8,50.8,33.57,34.41,26.79,28.34,16.46,42.57,42.97,0,8.93,36.45,40.49
EVT-0006310,2024-09-24 21:31:10,CZ,EU-CENTRAL,Prague,CZ-674,49.39503,13.56846,AG-8371,HQ,TOP_SECRET,T-039,OP-2025-006310,DEEPBLUE-630,ESPIONAGE,Defense,4,HIGH,CYBINT,FININT,83,69,76,73,57,333714,3463,145,N,Y,Y,N,IN_REVIEW,P2,N,3,N,aurora-1.0,manual verification pending,82.89,74.81,72.56,82.2,66.84,59.82,60.43,73.11,86.61,64.69,36.29,33.47,38.13,39.8,28.72,27.05,29.68,42.88,38.97,32.37,26.91,44.84,32.65,32.15,42.47,34.6,35.25,32.42,24.58,35.57,100,96.82,100,100,100,100,100,100,100,100,34.29,9.8,13.07,62.45,33.57,27.66,55.87,41.04,72.83,43.55,43.32,38.94,74.66,28.63,21.5,61.47,49.95,38.92,48.59,22.0
EVT-0006316,2024-02-06 14:08:37,CZ,EU-CENTRAL,Prague,CZ-453,49.82747,13.02502,AG-5847,ANALYST,CONFIDENTIAL,T-033,OP-2025-006316,NIGHTFALL-721,CYBER_INTRUSION,Energy,2,HIGH,CYBINT,FININT,96,80,89,79,71,391519,3088,159,N,Y,Y,Y,CLOSED,P2,N,0,N,aurora-1.0,pattern matches known cluster,67.61,70.53,69.17,79.87,94.54,92.37,85.58,60.68,95.97,78.38,38.24,29.56,34.12,36.06,42.74,43.5,30.46,37.66,46.27,38.9,26.66,17.47,35.54,26.9,27.36,24.62,26.14,31.92,31.36,22.07,63.57,98.2,95.04,95.18,99.01,94.98,99.23,98.23,72.91,82.07,10.06,33.63,9.81,18.3,53.71,53.55,70.16,46.28,9.58,69.87,5.02,44.59,43.94,5.52,42.97,19.62,7.02,17.12,70.52,63.97
EVT-0006317,2024-04-26 19:26:06,CZ,EU-CENTRAL,Prague,CZ-803,50.88171,13.28769,AG-3249,ANALYST,CONFIDENTIAL,T-006,OP-2025-006317,MIRAGE-083,MONEY_LAUNDERING,Defense,6,HIGH,OSINT,CYBINT,75,70,68,82,56,333561,3370,147,Y,N,N,Y,CONFIRMED,P2,Y,2,N,aurora-1.0,manual verification pending,79.12,59.27,68.67,58.13,71.93,84.55,59.73,72.35,84.48,72.32,37.28,30.86,41.23,36.35,28.28,36.96,39.36,39.07,28.07,29.97,41.01,32.35,43.26,40.45,41.43,31.96,31.02,36.7,36.95,37.36,100,100,100,100,100,100,100,100,100,100,45.1,0,30.33,32.49,58.45,63.51,41.32,30.04,25.73,45.49,66.0,24.5,29.49,32.74,0,36.75,74.69,18.97,30.48,23.29
EVT-0006323,2024-03-08 13:27:48,CZ,EU-CENTRAL,Prague,CZ-974,50.88513,16.00117,AG-5879,HQ,TOP_SECRET,T-033,OP-2025-006323,DEEPBLUE-875,RANSOMWARE,Education,8,MEDIUM,OSINT,CYBINT,80,53,48,58,51,244322,2646,118,Y,N,N,N,IN_REVIEW,P3,N,1,N,aurora-1.2,possible duplicate event,58.05,49.07,52.96,51.68,48.08,71.4,51.85,59.08,28.57,63.43,33.02,31.85,27.98,22.43,35.68,24.95,28.47,22.33,28.15,22.78,17.97,29.4,29.16,18.09,21.8,29.07,22.22,25.41,26.54,25.31,99.14,100,100,85.58,100,100,100,100,99.85,96.83,76.57,36.22,15.91,33.72,28.82,17.95,19.78,0,40.29,3.22,21.47,30.64,16.03,49.16,91.09,0,25.05,22.44,45.12,7.16
EVT-0006326,2024-11-16 05:27:34,CZ,EU-CENTRAL,Prague,CZ-121,50.35003,12.83764,AG-8803,SENIOR,SECRET,T-014,OP-2025-006326,PHOENIX-170,ESPIONAGE,Telecom,3,CRITICAL,HUMINT,OSINT,88,100,100,100,100,509827,4250,203,N,N,N,N,IN_REVIEW,P1,N,1,N,aurora-1.0,cross-border activity detected,100,100,95.82,98.12,100,100,100,100,100,100,46.59,51.44,54.5,56.11,61.59,51.72,56.54,48.24,50.98,53.52,44.86,43.15,47.74,42.64,52.25,51.07,36.57,43.93,49.58,51.27,100,100,94.14,100,100,80.1,88.59,100,100,100,70.66,66.01,31.89,52.29,85.66,50.99,16.99,42.1,40.12,36.64,57.63,51.01,40.48,57.84,69.58,1.67,60.66,53.98,26.96,74.55
EVT-0006330,2024-09-27 14:03:12,CZ,EU-CENTRAL,Prague,CZ-740,49.15809,15.01279,AG-1027,ANALYST,CONFIDENTIAL,T-011,OP-2025-006330,PHOENIX-368,MONEY_LAUNDERING,Education,8,HIGH,SIGINT,HUMINT,94,71,76,68,69,357146,3863,144,N,Y,Y,N,IN_REVIEW,P2,N,1,N,aurora-2.0,possible duplicate event,59.47,80.48,68.93,70.67,79.3,54.26,55.74,76.02,71.0,63.44,30.04,40.01,35.3,41.8,36.07,37.34,44.28,36.07,22.44,33.68,34.4,40.26,48.92,33.05,39.72,33.62,33.03,38.02,42.95,31.45,100,100,100,100,100,100,100,100,100,100,35.03,56.97,46.49,13.88,63.36,56.08,27.49,39.7,52.54,0,31.1,46.02,42.81,13.18,26.74,0,34.03,38.01,0,30.3
EVT-0006338,2024-09-17 03:49:40,CZ,EU-CENTRAL,Prague,CZ-167,50.94184,15.42177,AG-7085,FIELD,SECRET,T-013,OP-2025-006338,DEEPBLUE-625,RANSOMWARE,Healthcare,6,MEDIUM,CYBINT,HUMINT,56,60,63,59,58,276876,3164,100,Y,Y,N,Y,NEW,P3,N,0,N,aurora-1.2,manual verification pending,60.13,50.29,65.68,72.19,51.13,59.07,60.9,59.41,60.82,75.5,24.44,27.7,31.38,31.08,32.44,22.17,29.47,23.49,29.73,27.76,34.58,30.18,21.17,32.45,30.91,43.31,31.44,32.65,31.15,23.52,87.29,84.81,81.26,85.69,77.49,88.06,96.77,99.58,78.9,80.92,44.91,65.52,0,30.96,22.45,29.79,26.41,49.53,21.65,41.6,26.16,31.1,24.51,36.7,37.56,52.7,22.76,35.83,36.78,61.52
EVT-0006369,2024-05-18 13:14:41,CZ,EU-CENTRAL,Prague,CZ-282,50.55767,14.30085,AG-3403,FIELD,SECRET,T-003,OP-2025-006369,AURORA-084,MONEY_LAUNDERING,Telecom,7,HIGH,OSINT,SIGINT,89,68,68,74,60,327928,3626,149,N,N,N,Y,CLOSED,P2,N,3,N,aurora-1.1,source reliability downgraded,57.7,64.37,72.12,79.34,90.14,73.81,60.07,57.04,63.52,55.52,31.69,32.63,26.64,27.39,34.37,36.51,28.46,32.99,32.77,36.89,27.35,41.47,31.63,35.94,38.92,46.1,29.34,27.47,35.69,34.08,100,100,100,100,100,100,100,100,100,100,51.78,50.75,54.54,50.37,26.09,22.17,50.35,55.92,52.92,1.6,32.76,27.58,39.41,14.02,55.71,50.29,25.77,47.43,11.08,50.02
EVT-0006378,2024-09-02 23:33:26,CZ,EU-CENTRAL,Prague,CZ-995,50.92091,15.17864,AG-8812,FIELD,CONFIDENTIAL,T-021,OP-2025-006378,NIGHTFALL-038,INSIDER_TRADING,Government,10,CRITICAL,HUMINT,SIGINT,51,44,51,50,30,258522,1878,132,N,N,N,N,CONFIRMED,P1,Y,2,N,aurora-1.2,cross-border activity detected,34.73,41.04,28.43,31.38,43.71,42.19,42.04,64.55,42.31,43.56,25.24,26.44,19.13,24.83,25.74,26.53,24.72,20.61,27.19,25.77,21.76,14.95,25.11,22.71,16.84,18.61,16.85,19.46,19.79,22.66,100,100,100,100,100,100,100,100,100,100,22.34,58.55,39.81,17.63,2.95,0,41.83,8.97,19.71,28.0,25.6,19.08,37.55,33.74,18.96,38.34,35.71,31.73,30.04,40.04
EVT-0006382,2024-05-27 16:07:34,CZ,EU-CENTRAL,Prague,CZ-274,50.45219,14.5352,AG-2015,SENIOR,CONFIDENTIAL,T-006,OP-2025-006382,SPECTRUM-088,INSIDER_TRADING,Government,9,CRITICAL,OSINT,SIGINT,55,67,67,72,61,334019,2535,112,Y,Y,Y,N,NEW,P1,Y,0,N,aurora-2.0,possible duplicate event,67.85,67.51,66.38,73.02,49.21,67.55,70.99,71.05,76.51,56.86,33.76,41.17,30.57,38.4,39.09,37.73,38.66,38.58,33.07,30.97,31.47,26.68,36.91,32.55,21.89,30.57,29.76,34.28,21.65,23.49,100,100,100,100,100,100,100,100,100,100,31.37,43.07,34.13,45.37,36.94,23.06,35.79,26.41,34.08,40.28,38.34,26.21,54.3,50.83,19.54,53.17,2.36,43.1,32.53,21.39
EVT-0006384,2024-06-05 02:11:38,CZ,EU-CENTRAL,Prague,CZ-278,50.07463,13.10267,AG-4607,JUNIOR,TOP_SECRET,T-014,OP-2025-006384,NIGHTFALL-125,INSIDER_TRADING,Defense,8,LOW,OSINT,CYBINT,36,36,46,30,35,208687,805,39,Y,Y,N,N,CLOSED,P3,N,0,N,aurora-2.0,pattern matches known cluster,27.18,43.37,25.53,30.42,22.67,29.49,47.77,52.71,26.65,51.28,25.14,23.38,28.41,26.02,17.15,20.33,18.75,25.39,16.2,22.51,19.07,10.38,15.27,8.89,8.55,6.74,5.97,4.73,10.01,8.84,100,100,100,98.29,100,100,100,96.4,96.11,87.97,46.92,0,47.55,33.19,17.0,28.4,16.77,31.1,0,19.85,23.62,22.79,69.08,14.27,43.75,20.25,24.68,11.24,28.79,7.23
EVT-0006395,2024-10-07 01:31:49,CZ,EU-CENTRAL,Prague,CZ-376,50.01618,14.94751,AG-7126,FIELD,CONFIDENTIAL,T-006,OP-2025-006395,DEEPBLUE-531,MONEY_LAUNDERING,Energy,2,MEDIUM,SIGINT,HUMINT,49,50,54,49,49,238028,2528,126,Y,N,N,N,DISMISSED,P3,N,1,N,aurora-1.2,cross-border activity detected,58.7,47.03,37.24,52.22,56.81,54.51,72.66,51.31,39.92,63.81,24.86,27.21,29.4,18.48,17.18,24.43,22.17,26.88,29.78,27.5,22.39,24.81,23.91,26.03,23.77,16.11,20.16,33.63,30.76,21.31,50.95,60.5,72.54,47.69,49.53,48.9,75.19,71.38,60.29,47.61,12.0,8.5,0,7.07,39.18,40.9,21.26,26.23,64.94,28.21,16.41,1.92,49.86,60.25,0,38.21,16.27,0,17.06,39.86
EVT-0006396,2024-09-01 18:40:08,CZ,EU-CENTRAL,Prague,CZ-687,49.77734,15.65957,AG-9853,HQ,TOP_SECRET,T-001,OP-2025-006396,DEEPBLUE-654,INSIDER_TRADING,Energy,8,MEDIUM,FININT,CYBINT,51,46,31,58,45,234222,2416,78,N,Y,N,N,IN_REVIEW,P3,N,0,N,aurora-2.0,pattern matches known cluster,44.42,44.71,59.51,31.75,38.9,61.73,62.49,48.18,51.1,45.69,18.59,27.28,25.26,20.37,26.29,26.24,28.36,35.95,19.8,28.36,21.53,25.58,22.6,18.09,30.17,26.36,26.91,23.48,23.95,20.12,99.5,93.25,98.8,100,100,90.13,83.93,100,91.89,90.54,40.04,8.1,16.29,22.84,0,36.08,1.84,18.87,19.02,0,24.66,44.85,0,57.4,33.16,14.82,7.92,32.31,16.37,33.22
